1542816000000,34.262,34.252,34.252,34.262,26.529
1542816060000,34.301,34.301,34.301,34.301,3.14932331
1542816120000,34.499,34.39,34.39,34.499,145.31253627
1542816180000,34.478,34.454,34.477,34.454,43.505
1542816240000,34.439,34.366,34.366,34.439,262.13747186
1542816300000,34.424,34.422,34.422,34.424,2.77210572
1542816360000,34.331,34.331,34.331,34.331,2.84
1542816420000,34.27,34.262,34.27,34.265,21.2881528
1542816480000,34.252,34.25,34.25,34.25,8.93615009
1542816540000,34.254,34.118,34.254,34.118,292.55762298
1542816600000,34.178,34.178,34.178,34.178,0.21945607
1542816660000,34.25,34.163,34.163,34.25,71.0457181
1542816720000,34.289,34.289,34.289,34.289,15
1542816780000,34.362,34.286,34.321,34.286,119.84906396
1542816840000,34.31,34.278,34.31,34.278,18.9
1542816900000,34.226,34.138,34.226,34.138,17.21197
1542817020000,34.174,34.034,34.174,34.129,199.85866823
1542817080000,34.153,34.09,34.153,34.149,98.39604147
1542817140000,34.182,34.143,34.143,34.179,72.46903625
1542817200000,34.194,34.179,34.179,34.194,1.00085505
1542817380000,34.271,34.2,34.2,34.27,72.4030804
1542817440000,34.333,34.247,34.32,34.247,105.3702885
1542817560000,34.221,34.221,34.221,34.221,30.99464341
1542817620000,34.214,34.204,34.204,34.214,4.19679285
1542817680000,34.175,34.175,34.175,34.175,1.17698914
1542817800000,34.175,34.174,34.175,34.174,56.97867
1542817860000,34.174,34.174,34.174,34.174,9.50362586
1542817980000,34.204,34.132,34.132,34.204,100
1542818040000,34.23,34.207,34.207,34.23,74.52090853
1542818100000,34.321,34.249,34.25,34.321,362.06869771
1542818160000,34.225,34.187,34.225,34.188,78.89559756
1542818220000,34.187,34.186,34.186,34.186,10.93308384
1542818280000,34.186,34.186,34.186,34.186,7.30559301
1542818340000,34.14,34.097,34.14,34.122,261.57515401
1542818400000,34.168,34.085,34.11,34.168,241.71950581
1542818460000,34.272,34.258,34.269,34.258,46.3664
1542818520000,34.318,34.28,34.318,34.296,148.53213797
1542818580000,34.257,34.257,34.257,34.257,0.22272901
1542818640000,34.299,34.249,34.299,34.249,57.43892008
1542818700000,34.268,34.221,34.249,34.259,254.70514281
1542818820000,34.217,34.217,34.217,34.217,6.06
1542818880000,34.267,34.218,34.218,34.267,34.28568772
1542818940000,34.34,34.307,34.307,34.34,3.11074364
1542819060000,34.278,34.241,34.278,34.241,118.367747
1542819180000,34.266,34.238,34.238,34.264,79.54645505
1542819240000,34.412,34.295,34.295,34.365,35.15426489
1542819300000,34.389,34.328,34.389,34.328,19.1
1542819360000,34.376,34.374,34.374,34.376,1.26
1542819480000,34.299,34.299,34.299,34.299,49.360442
1542819600000,34.282,34.238,34.238,34.282,45.28972356
1542819720000,34.25,34.25,34.25,34.25,30.361
1542819780000,34.245,34.205,34.241,34.205,117.79297966
1542819840000,34.122,34.053,34.122,34.053,4.7836
1542819900000,34.099,34.057,34.072,34.099,8.14742781
1542819960000,34.148,34.113,34.114,34.148,4.9558456
1542820020000,34.099,34.09,34.099,34.09,49.40995846
1542820080000,34.17,34.125,34.125,34.165,20.94422618
1542820140000,34.119,34.003,34.119,34.003,106.19257102
1542820200000,34.049,33.957,34.006,33.995,52.21092435
1542820260000,33.953,33.776,33.952,33.776,169.02145343
1542820320000,33.949,33.778,33.778,33.825,687.90521767
1542820380000,33.826,33.824,33.826,33.826,42.12146478
1542820440000,33.826,33.739,33.826,33.826,239.63835964
1542820500000,33.94,33.841,33.841,33.923,612.40048312
1542820560000,33.988,33.9,33.969,33.9,82.02
1542820620000,33.866,33.577,33.866,33.617,1014.70978647
1542820680000,33.741,33.592,33.615,33.657,331.78910244
1542820740000,33.712,33.626,33.626,33.712,21.2767
1542820800000,33.65,33.626,33.65,33.647,169.97418968
1542820860000,33.651,33.626,33.651,33.627,198.18796216
1542820920000,33.727,33.631,33.631,33.727,108.12049362
1542820980000,33.809,33.663,33.726,33.699,234.2
1542821040000,33.888,33.768,33.768,33.887,16.611745
1542821100000,33.857,33.827,33.857,33.827,64.23961189
1542821160000,33.808,33.725,33.808,33.725,58.11229
1542821220000,33.783,33.783,33.783,33.783,2.24678
1542821280000,33.863,33.662,33.831,33.662,210.17929538
1542821340000,33.753,33.664,33.664,33.753,145.06326264
1542821400000,33.743,33.665,33.743,33.734,163.19880681
1542821460000,33.716,33.716,33.716,33.716,1.5141279
1542821520000,33.7,33.653,33.7,33.676,112.94283547
1542821580000,33.858,33.723,33.723,33.803,98.2949247
1542821640000,33.817,33.759,33.759,33.778,47.54511029
1542821700000,33.9,33.764,33.764,33.899,110.85245602
1542821760000,33.9,33.819,33.899,33.819,69.32533221
1542821820000,33.924,33.884,33.92,33.905,154.84725375
1542821880000,33.865,33.865,33.865,33.865,40
1542821940000,33.919,33.894,33.905,33.894,46.816
1542822000000,33.933,33.933,33.933,33.933,3.83175
1542822060000,34.156,33.92,33.946,33.96,1131.1344419
1542822120000,34.102,33.928,33.96,34.032,169.95365376
1542822180000,33.993,33.993,33.993,33.993,34.888
1542822240000,34.069,33.992,33.993,34.061,265.63821431
1542822300000,34.06,34.06,34.06,34.06,15
1542822360000,34.176,34.079,34.079,34.083,168.51230826
1542822420000,34.105,34.105,34.105,34.105,7.92187588
1542822480000,34.112,34.112,34.112,34.112,5.14355697
1542822540000,34.081,34.081,34.081,34.081,8
1542822600000,34.075,34.075,34.075,34.075,45.263705
1542822660000,34.01,34.002,34.01,34.002,13.4049134
1542822720000,34.103,34.02,34.02,34.103,65.27224163
1542822780000,34.025,34.025,34.025,34.025,13.07512412
1542822840000,34.001,33.997,33.999,34.001,39.53277328
1542822960000,34.01,34.001,34.001,34.01,25.04420743
1542823020000,34.137,34.061,34.061,34.137,50.07874016
1542823080000,34.134,34.103,34.134,34.103,19.55404312
1542823140000,34.096,34.035,34.096,34.052,60.27763434
1542823200000,34.091,34.064,34.071,34.083,56.91721205
1542823260000,34.009,33.997,34.009,33.997,39.72361505
1542823320000,34.029,34.029,34.029,34.029,15.283
1542823380000,33.986,33.927,33.986,33.927,7.812653
1542823440000,33.909,33.909,33.909,33.909,54.331
1542823500000,33.935,33.882,33.909,33.894,121.23199315
1542823560000,33.89,33.873,33.873,33.883,114.06375789
1542823620000,33.874,33.874,33.874,33.874,4.84152771
1542823680000,33.86,33.86,33.86,33.86,53.802
1542823740000,33.86,33.791,33.86,33.791,0.2699991
1542823800000,33.941,33.88,33.882,33.941,44.11745
1542823860000,33.943,33.886,33.92,33.886,74.48015087
1542823920000,34.013,33.958,34.013,33.958,70.14576283
1542823980000,33.924,33.924,33.924,33.924,2.770277
1542824100000,33.978,33.921,33.978,33.921,11.33080208
1542824160000,34.015,33.939,33.968,34.015,55.8942977
1542824220000,34.044,34.014,34.039,34.014,63.26264407
1542824280000,33.972,33.913,33.972,33.913,19.11447
1542824460000,33.98,33.98,33.98,33.98,8.65579175
1542824580000,33.928,33.928,33.928,33.928,4.4011
1542824640000,33.928,33.885,33.928,33.885,0.952606
1542824760000,33.933,33.912,33.933,33.913,92.34719627
1542824880000,33.892,33.891,33.892,33.891,18.494689
1542824940000,33.866,33.821,33.866,33.823,212.48515186
1542825000000,33.81,33.81,33.81,33.81,0.88602885
1542825060000,33.81,33.807,33.81,33.807,14.80177273
1542825120000,33.867,33.853,33.867,33.853,91.81462
1542825180000,33.886,33.779,33.853,33.779,93.93863465
1542825240000,33.834,33.834,33.834,33.834,33.2913456
1542825300000,33.895,33.873,33.895,33.875,26.658
1542825360000,33.856,33.856,33.856,33.856,8.84
1542825480000,33.834,33.834,33.834,33.834,3.843
1542825540000,33.851,33.851,33.851,33.851,3
1542825600000,33.818,33.818,33.818,33.818,11.004
1542825660000,33.835,33.835,33.835,33.835,0.2
1542825720000,34.002,33.882,33.882,33.936,205.38729662
1542825780000,33.94,33.94,33.94,33.94,2.022
1542825840000,33.977,33.874,33.977,33.874,12.62426241
1542825900000,33.949,33.883,33.949,33.883,16.94595641
1542825960000,33.873,33.872,33.872,33.873,11.592
1542826020000,33.872,33.872,33.872,33.872,0.000042
1542826080000,33.843,33.765,33.766,33.843,27.7402
1542826140000,33.813,33.788,33.813,33.788,6.775011
1542826200000,33.728,33.637,33.728,33.637,143.49486561
1542826260000,33.647,33.637,33.637,33.647,18.3
1542826320000,33.663,33.661,33.663,33.661,15
1542826380000,33.69,33.688,33.69,33.688,1.698
1542826440000,33.7,33.7,33.7,33.7,48.44902635
1542826560000,33.727,33.674,33.727,33.678,65.97834113
1542826620000,33.702,33.667,33.702,33.667,2.399949
1542826800000,33.676,33.674,33.676,33.674,3.31667336
1542826860000,33.666,33.666,33.666,33.666,2.21179341
1542826920000,33.666,33.582,33.666,33.59,147.2043176
1542826980000,33.587,33.501,33.577,33.518,113.34290289
1542827040000,33.567,33.503,33.503,33.553,203.92592436
1542827100000,33.577,33.514,33.515,33.577,134.98443258
1542827160000,33.614,33.55,33.55,33.614,2.2
1542827280000,33.717,33.613,33.613,33.694,57.89266434
1542827340000,33.641,33.641,33.641,33.641,0.26559773
1542827400000,33.636,33.62,33.636,33.62,25.0643
1542827520000,33.59,33.59,33.59,33.59,29.85066
1542827580000,33.609,33.57,33.59,33.589,71.543114
1542827880000,33.677,33.677,33.677,33.677,11
1542827940000,33.641,33.57,33.641,33.624,86.42517165
1542828000000,33.626,33.586,33.586,33.604,172.74499499
1542828060000,33.659,33.659,33.659,33.659,2.1578
1542828120000,33.681,33.632,33.632,33.681,3.1567
1542828180000,33.697,33.694,33.694,33.697,1.252
1542828360000,33.674,33.674,33.674,33.674,6.60262355
1542828600000,33.828,33.697,33.697,33.795,10.53045
1542828780000,33.757,33.757,33.757,33.757,0.3
1542828840000,33.8,33.8,33.8,33.8,100
1542828900000,33.746,33.609,33.746,33.614,289.21144969
1542829020000,33.652,33.652,33.652,33.652,0.4
1542829080000,33.662,33.662,33.662,33.662,1
1542829140000,33.771,33.734,33.771,33.734,14.42614592
1542829200000,33.722,33.722,33.722,33.722,1.37837534
1542829260000,33.728,33.662,33.717,33.728,145.201
1542829320000,33.693,33.618,33.693,33.633,89.8532866
1542829380000,33.6,33.449,33.588,33.449,411.26869771
1542829440000,33.618,33.534,33.534,33.618,24.65706691
1542829500000,33.58,33.58,33.58,33.58,0.5
1542829560000,33.603,33.603,33.603,33.603,2
1542829620000,33.571,33.531,33.571,33.531,145.00194581
1542829740000,33.616,33.61,33.616,33.61,5.959
1542829860000,33.627,33.552,33.606,33.627,203.001
1542829920000,33.563,33.561,33.563,33.561,1.2
1542830040000,33.577,33.543,33.556,33.543,27.325065
1542830100000,33.554,33.554,33.554,33.554,5.5
1542830340000,33.618,33.601,33.601,33.618,31.47749183
1542830400000,33.59,33.476,33.587,33.492,254.54066728
1542830460000,33.466,33.465,33.465,33.466,7.98685641
1542830520000,33.519,33.449,33.449,33.519,11.64702707
1542830580000,33.524,33.513,33.524,33.513,5.01749
1542830700000,33.513,33.463,33.513,33.465,34.763
1542830760000,33.679,33.477,33.477,33.558,177.96450481
1542830820000,33.531,33.488,33.491,33.531,12.23771126
1542830880000,33.658,33.578,33.578,33.654,9.6062686
1542831000000,33.775,33.731,33.731,33.775,24.1972
1542831180000,33.732,33.732,33.732,33.732,5.438
1542831240000,33.721,33.635,33.712,33.635,34.72418134
1542831300000,33.666,33.657,33.666,33.657,6.043
1542831480000,33.66,33.657,33.657,33.66,9.86347297
1542831540000,33.659,33.659,33.659,33.659,7.87351941
1542831600000,33.659,33.659,33.659,33.659,0.6429
1542831780000,33.943,33.66,33.66,33.904,1401.11087224
